week_start,class,weighted_n,prevalence
2021-04-05T00:00:00Z,Disengaged/low-compliance,94.390197234,0.09900282770436768
2021-04-05T00:00:00Z,Compliant sceptics,485.5663136280002,0.5092948155196972
2021-04-19T00:00:00Z,Trusting compliers,348.7045972049999,0.36718650020312
2021-04-19T00:00:00Z,Disengaged/low-compliance,126.20546385400002,0.13289455588054166
2021-04-19T00:00:00Z,Compliant sceptics,474.7561086179999,0.49991894391633834
2021-05-03T00:00:00Z,Trusting compliers,394.02613596200047,0.41988505468572285
2021-05-03T00:00:00Z,Disengaged/low-compliance,127.47095158099998,0.13583654126078334
2021-05-03T00:00:00Z,Compliant sceptics,416.9172036179998,0.4442784040534937
2021-05-17T00:00:00Z,Trusting compliers,300.2025561379999,0.3143736563153623
2021-05-17T00:00:00Z,Disengaged/low-compliance,186.0887190089999,0.1948730608643082
2021-05-17T00:00:00Z,Compliant sceptics,468.6314739680002,0.49075328282032954
2021-05-31T00:00:00Z,Trusting compliers,277.68487585600036,0.29267173384592926
2021-05-31T00:00:00Z,Disengaged/low-compliance,252.0558256910002,0.265659464900808
2021-05-31T00:00:00Z,Compliant sceptics,419.0522420250002,0.44166880125326285
2021-06-14T00:00:00Z,Trusting compliers,248.2608684299999,0.2766201938163703
2021-06-14T00:00:00Z,Disengaged/low-compliance,251.57286955799992,0.2803105313219999
2021-06-14T00:00:00Z,Compliant sceptics,397.64545543199944,0.4430692748616297
2021-06-28T00:00:00Z,Trusting compliers,231.7329777800002,0.237326528562911
2021-06-28T00:00:00Z,Disengaged/low-compliance,278.66414385199977,0.2853905151045727
2021-06-28T00:00:00Z,Compliant sceptics,466.03387065199985,0.47728295633251633
2021-07-12T00:00:00Z,Trusting compliers,206.93716595200004,0.2250443370717337
2021-07-12T00:00:00Z,Disengaged/low-compliance,275.8039449250001,0.2999370154794358
2021-07-12T00:00:00Z,Compliant sceptics,436.79842806300013,0.4750186474488305
2021-07-26T00:00:00Z,Trusting compliers,206.41967919000012,0.22175098697898504
2021-07-26T00:00:00Z,Disengaged/low-compliance,305.0929383109997,0.3277529567736111
2021-07-26T00:00:00Z,Compliant sceptics,419.3498873389997,0.4504960562474039
2021-08-09T00:00:00Z,Trusting compliers,192.41548902699984,0.2040256345014126
2021-08-09T00:00:00Z,Disengaged/low-compliance,355.2568171759999,0.37669263478635584
2021-08-09T00:00:00Z,Compliant sceptics,395.42236666600013,0.41928173071223157
2021-08-23T00:00:00Z,Trusting compliers,175.57325876400003,0.17273449413805972
2021-08-23T00:00:00Z,Disengaged/low-compliance,431.13107475599975,0.424160311367675
2021-08-23T00:00:00Z,Compliant sceptics,409.7299324909998,0.4031051944942653
2021-09-06T00:00:00Z,Trusting compliers,164.000964674,0.1756192764662902
2021-09-06T00:00:00Z,Disengaged/low-compliance,402.04404669799965,0.43052603214275953
2021-09-06T00:00:00Z,Compliant sceptics,367.798744131,0.39385469139095036
2021-09-20T00:00:00Z,Trusting compliers,145.05755696100002,0.1595270332484548
2021-09-20T00:00:00Z,Disengaged/low-compliance,388.9609313360008,0.4277597439633618
2021-09-20T00:00:00Z,Compliant sceptics,375.27916494200025,0.4127132227881835
2021-10-04T00:00:00Z,Trusting compliers,156.72533642200008,0.15966214916277074
2021-10-04T00:00:00Z,Disengaged/low-compliance,442.52872185200016,0.4508210887287413
2021-10-04T00:00:00Z,Compliant sceptics,382.3520220890001,0.38951676210848796
2021-10-18T00:00:00Z,Trusting compliers,108.712897996,0.11785010892305206
2021-10-18T00:00:00Z,Disengaged/low-compliance,440.3504170080005,0.47736143148914767
2021-10-18T00:00:00Z,Compliant sceptics,373.4042074230002,0.40478845958780024
2021-11-01T00:00:00Z,Trusting compliers,110.67265409100003,0.12022359008607504
2021-11-01T00:00:00Z,Disengaged/low-compliance,395.73730619500026,0.42988902789514166
2021-11-01T00:00:00Z,Compliant sceptics,414.1469288549999,0.4498873820187833
2021-11-15T00:00:00Z,Trusting compliers,118.20400041899998,0.1266529601788526
2021-11-15T00:00:00Z,Disengaged/low-compliance,435.61593232900026,0.4667527929255289
2021-11-15T00:00:00Z,Compliant sceptics,379.4705347790005,0.4065942468956184
2021-11-29T00:00:00Z,Trusting compliers,126.63547421399994,0.13912537538001082
2021-11-29T00:00:00Z,Disengaged/low-compliance,363.43724656199976,0.39928261546657384
2021-11-29T00:00:00Z,Compliant sceptics,420.1528499949999,0.46159200915341525
2021-12-13T00:00:00Z,Trusting compliers,133.36496195700002,0.14553611669539168
2021-12-13T00:00:00Z,Disengaged/low-compliance,357.1052694580004,0.38969541479069847
2021-12-13T00:00:00Z,Compliant sceptics,425.8999795350004,0.4647684685139099
2021-12-27T00:00:00Z,Trusting compliers,149.00987488599992,0.16641660444130646
2021-12-27T00:00:00Z,Disengaged/low-compliance,301.937157728,0.33720823255636373
2021-12-27T00:00:00Z,Compliant sceptics,444.4556550340003,0.4963751630023298
2022-01-10T00:00:00Z,Trusting compliers,132.96598591299997,0.13896735598473622
2022-01-10T00:00:00Z,Disengaged/low-compliance,356.56204879999996,0.3726553435903338
2022-01-10T00:00:00Z,Compliant sceptics,467.28649896499974,0.48837730042493
2022-01-24T00:00:00Z,Trusting compliers,164.2837030300001,0.17531815543053902
2022-01-24T00:00:00Z,Disengaged/low-compliance,395.84692115699994,0.42243479280126867
2022-01-24T00:00:00Z,Compliant sceptics,376.9297882189999,0.4022470517681923
2022-02-07T00:00:00Z,Trusting compliers,155.46997372500007,0.1682487542611504
2022-02-07T00:00:00Z,Disengaged/low-compliance,434.69089222700006,0.4704201033392226
2022-02-07T00:00:00Z,Compliant sceptics,333.8874243769997,0.361331142399627
2022-02-21T00:00:00Z,Trusting compliers,115.97365716699997,0.1313554394854138
2022-02-21T00:00:00Z,Disengaged/low-compliance,421.89548813700014,0.4778522003608762
2022-02-21T00:00:00Z,Compliant sceptics,345.03039522000023,0.39079236015371005
