class,level,weighted_n,pct
1,Female,5675.997115213994,53.25537573557824
1,Male,4982.0764347619925,46.74462426442176
2,Female,4879.389326624014,43.80209090829336
2,Male,6260.237173945996,56.19790909170664
3,Female,12622.986979965977,53.93224381769607
3,Male,10782.282458914968,46.067756182303924
